;  Created 01-Feb-2016 ECMD Adapted from stx_cfl_skyvec_table.txt 20-Jun-2013 - Shaun Bloomfield (TCD)
;
;  CFL sky X sampling (in arcminutes) from STIX optical axis, nominally 67 samples spaced 2 arcminutes apart
;
-66. -64. -62. -60. -58. -56. -54. -52. -50. -48. -46. -44. -42. -40. -38. -36. -34. -32. -30. -28. -26. -24. -22. -20. -18. -16. -14. -12. -10.  -8.  -6.  -4.  -2.   0.   2.   4.   6.   8.  10.  12.  14.  16.  18.  20.  22.  24.  26.  28.  30.  32.  34.  36.  38.  40.  42.  44.  46.  48.  50.  52.  54.  56.  58.  60.  62.  64.  66.
;
;  CFL sky Y sampling (in arcminutes) from STIX optical axis, nominally 67 samples spaced 2 arcminutes apart
;
-66. -64. -62. -60. -58. -56. -54. -52. -50. -48. -46. -44. -42. -40. -38. -36. -34. -32. -30. -28. -26. -24. -22. -20. -18. -16. -14. -12. -10.  -8.  -6.  -4.  -2.   0.   2.   4.   6.   8.  10.  12.  14.  16.  18.  20.  22.  24.  26.  28.  30.  32.  34.  36.  38.  40.  42.  44.  46.  48.  50.  52.  54.  56.  58.  60.  62.  64.  66.
;
;  CFL [npixels, nvectors] sky vector array, nominally has [12, 4489] entries where nvectors is nsky_x*nsky_y (67x67)
;
0.0014021 0.0000004 0.0000000 0.0007006 0.0284583 0.0000082 0.0000000 0.0142209 0.2234933 0.2234934 0.2234932 0.2234932 
0.0014022 0.0002218 0.0000000 0.0004793 0.0284595 0.0045017 0.0000000 0.0097280 0.2235031 0.2235031 0.2235030 0.2235030 
0.0014023 0.0004432 0.0000000 0.0002579 0.0284595 0.0089952 0.0000000 0.0052346 0.2235038 0.2235039 0.2235037 0.2235038 
0.0014022 0.0006646 0.0000000 0.0000365 0.0284584 0.0134881 0.0000000 0.0007411 0.2234955 0.2234956 0.2234954 0.2234954 
0.0014022 0.0008860 0.0000000 0.0000000 0.0284564 0.0179800 0.0000000 0.0000000 0.2234797 0.2234798 0.2234796 0.2234797 
0.0014021 0.0011073 0.0000000 0.0000000 0.0284537 0.0224707 0.0000000 0.0000000 0.2234594 0.2234595 0.2234593 0.2234593 
0.0014019 0.0013285 0.0000000 0.0000000 0.0284506 0.0269600 0.0000000 0.0000000 0.2234345 0.2234346 0.2234344 0.2234344 
0.0014019 0.0014019 0.0001479 0.0000000 0.0284492 0.0284492 0.0030012 0.0000000 0.2234243 0.2234243 0.2234242 0.2234242 
0.0014020 0.0014020 0.0003692 0.0000000 0.0284485 0.0284485 0.0074926 0.0000000 0.2234190 0.2234190 0.2234189 0.2234189 
0.0014019 0.0014019 0.0005906 0.0000000 0.0284472 0.0284472 0.0119834 0.0000000 0.2234092 0.2234092 0.2234091 0.2234091 
0.0014019 0.0014019 0.0008119 0.0000000 0.0284454 0.0284454 0.0164735 0.0000000 0.2233949 0.2233949 0.2233948 0.2233948 
0.0014018 0.0014018 0.0010331 0.0000000 0.0284429 0.0284429 0.0209626 0.0000000 0.2233761 0.2233761 0.2233760 0.2233760 
0.0014016 0.0014016 0.0012543 0.0000000 0.0284400 0.0284400 0.0254504 0.0000000 0.2233527 0.2233528 0.2233526 0.2233527 
0.0014016 0.0014016 0.0014016 0.0000739 0.0284376 0.0284376 0.0284376 0.0015003 0.2233344 0.2233345 0.2233343 0.2233344 
0.0014015 0.0014015 0.0014015 0.0002952 0.0284371 0.0284371 0.0284371 0.0059898 0.2233307 0.2233307 0.2233306 0.2233306 
0.0014015 0.0014015 0.0014015 0.0005165 0.0284360 0.0284360 0.0284360 0.0104789 0.2233224 0.2233225 0.2233223 0.2233223 
0.0014014 0.0014014 0.0014014 0.0007377 0.0284344 0.0284344 0.0284344 0.0149673 0.2233096 0.2233097 0.2233095 0.2233095 
0.0014014 0.0014014 0.0014014 0.0009589 0.0284322 0.0284322 0.0284322 0.0194548 0.2232923 0.2232924 0.2232922 0.2232923 
0.0014012 0.0014012 0.0014012 0.0011800 0.0284294 0.0284294 0.0284294 0.0239412 0.2232705 0.2232706 0.2232704 0.2232705 
0.0014011 0.0014011 0.0014011 0.0014011 0.0284260 0.0284260 0.0284260 0.0284260 0.2232442 0.2232443 0.2232441 0.2232441 
0.0011800 0.0014012 0.0014012 0.0014012 0.0239412 0.0284294 0.0284294 0.0284294 0.2232705 0.2232706 0.2232704 0.2232705 
0.0009589 0.0014014 0.0014014 0.0014014 0.0194548 0.0284322 0.0284322 0.0284322 0.2232923 0.2232924 0.2232922 0.2232923 
0.0007377 0.0014014 0.0014014 0.0014014 0.0149673 0.0284344 0.0284344 0.0284344 0.2233096 0.2233097 0.2233095 0.2233095 
0.0005165 0.0014015 0.0014015 0.0014015 0.0104789 0.0284360 0.0284360 0.0284360 0.2233224 0.2233225 0.2233223 0.2233223 
0.0002952 0.0014015 0.0014015 0.0014015 0.0059898 0.0284371 0.0284371 0.0284371 0.2233307 0.2233307 0.2233306 0.2233306 
0.0000739 0.0014016 0.0014016 0.0014016 0.0015003 0.0284376 0.0284376 0.0284376 0.2233344 0.2233345 0.2233343 0.2233344 
0.0000000 0.0012543 0.0014016 0.0014016 0.0000000 0.0254504 0.0284400 0.0284400 0.2233527 0.2233528 0.2233526 0.2233527 
0.0000000 0.0010331 0.0014018 0.0014018 0.0000000 0.0209626 0.0284429 0.0284429 0.2233761 0.2233761 0.2233760 0.2233760 
0.0000000 0.0008119 0.0014019 0.0014019 0.0000000 0.0164735 0.0284454 0.0284454 0.2233949 0.2233949 0.2233948 0.2233948 
0.0000000 0.0005906 0.0014019 0.0014019 0.0000000 0.0119834 0.0284472 0.0284472 0.2234092 0.2234092 0.2234091 0.2234091 
0.0000000 0.0003692 0.0014020 0.0014020 0.0000000 0.0074925 0.0284485 0.0284485 0.2234190 0.2234190 0.2234189 0.2234189 
0.0000000 0.0001479 0.0014019 0.0014019 0.0000000 0.0030012 0.0284492 0.0284492 0.2234243 0.2234243 0.2234242 0.2234242 
0.0000000 0.0000000 0.0013285 0.0014019 0.0000000 0.0000000 0.0269600 0.0284506 0.2234345 0.2234346 0.2234344 0.2234344 
0.0000000 0.0000000 0.0011073 0.0014021 0.0000000 0.0000000 0.0224707 0.0284537 0.2234594 0.2234595 0.2234593 0.2234593 
0.0000000 0.0000000 0.0008860 0.0014022 0.0000000 0.0000000 0.0179800 0.0284564 0.2234797 0.2234798 0.2234796 0.2234797 
0.0000365 0.0000000 0.0006646 0.0014022 0.0007411 0.0000000 0.0134881 0.0284584 0.2234955 0.2234956 0.2234954 0.2234954 
0.0002579 0.0000000 0.0004432 0.0014022 0.0052346 0.0000000 0.0089952 0.0284596 0.2235038 0.2235039 0.2235037 0.2235038 
0.0004793 0.0000000 0.0002218 0.0014022 0.0097280 0.0000000 0.0045017 0.0284595 0.2235031 0.2235031 0.2235030 0.2235030 
0.0007006 0.0000000 0.0000004 0.0014021 0.0142209 0.0000000 0.0000082 0.0284583 0.2234933 0.2234934 0.2234932 0.2234932 
0.0007062 0.0000000 0.0000000 0.0011897 0.0143342 0.0000000 0.0000000 0.0241502 0.2083245 0.2251433 0.2083244 0.2251432 
0.0007110 0.0000000 0.0000000 0.0009734 0.0144332 0.0000000 0.0000000 0.0197591 0.1927972 0.2266983 0.1927971 0.2266982 
0.0007155 0.0000000 0.0000000 0.0007536 0.0145256 0.0000000 0.0000000 0.0152984 0.1769552 0.2281481 0.1769552 0.2281479 
0.0005310 0.0001891 0.0000000 0.0005310 0.0107799 0.0038388 0.0000000 0.0107799 0.1593363 0.2296103 0.1593362 0.2296102 
0.0003053 0.0004189 0.0000000 0.0003053 0.0061990 0.0085047 0.0000000 0.0061991 0.1410805 0.2309453 0.1410805 0.2309452 
0.0000770 0.0006509 0.0000000 0.0000770 0.0015634 0.0132150 0.0000000 0.0015634 0.1225160 0.2321158 0.1225159 0.2321157 
0.0000000 0.0007308 0.0000000 0.0000000 0.0000000 0.0148389 0.0000000 0.0000000 0.1049321 0.2330662 0.1049321 0.2330661 
0.0000000 0.0007332 0.0000000 0.0000000 0.0000000 0.0148890 0.0000000 0.0000000 0.0877829 0.2338525 0.0877829 0.2338524 
0.0000000 0.0007352 0.0000000 0.0000000 0.0000000 0.0149304 0.0000000 0.0000000 0.0704747 0.2345022 0.0704746 0.2345021 
0.0000000 0.0006208 0.0001161 0.0000000 0.0000000 0.0126077 0.0023571 0.0000000 0.0520810 0.2350426 0.0520810 0.2350425 
0.0000000 0.0003887 0.0003494 0.0000000 0.0000000 0.0078945 0.0070955 0.0000000 0.0326113 0.2354381 0.0326113 0.2354380 
0.0000000 0.0001557 0.0005829 0.0000000 0.0000000 0.0031628 0.0118404 0.0000000 0.0130649 0.2356443 0.0130649 0.2356442 
0.0000000 0.0000000 0.0007576 0.0000000 0.0000000 0.0000000 0.0153883 0.0000000 0.0000000 0.2356743 0.0000000 0.2356742 
0.0000000 0.0000000 0.0008205 0.0000000 0.0000000 0.0000000 0.0166676 0.0000000 0.0000000 0.2356694 0.0000000 0.2356694 
0.0000000 0.0035044 0.0000000 0.0000000 0.0000000 0.0141995 0.0000000 0.0000000 0.2356771 0.0000000 0.2356770 0.0000000 
0.0000000 0.0032051 0.0000000 0.0000000 0.0000000 0.0129866 0.0000000 0.0000000 0.2356812 0.0000000 0.2356811 0.0000000 
0.0000000 0.0024593 0.0006569 0.0000000 0.0000000 0.0099646 0.0026618 0.0000000 0.2356563 0.0117735 0.2356562 0.0117735 
0.0000000 0.0014740 0.0016400 0.0000000 0.0000000 0.0059724 0.0066451 0.0000000 0.2354886 0.0293921 0.2354885 0.0293921 
0.0000000 0.0004898 0.0026200 0.0000000 0.0000000 0.0019846 0.0106156 0.0000000 0.2351674 0.0469547 0.2351673 0.0469547 
0.0000000 0.0000000 0.0031033 0.0000000 0.0000000 0.0000000 0.0125736 0.0000000 0.2346725 0.0653877 0.2346724 0.0653877 
0.0000000 0.0000000 0.0030943 0.0000000 0.0000000 0.0000000 0.0125369 0.0000000 0.2339881 0.0846332 0.2339880 0.0846332 
0.0000000 0.0000000 0.0030831 0.0000000 0.0000000 0.0000000 0.0124912 0.0000000 0.2331346 0.1036895 0.2331345 0.1036894 
0.0003248 0.0000000 0.0027454 0.0003248 0.0013159 0.0000000 0.0111229 0.0013159 0.2321573 0.1218993 0.2321572 0.1218992 
0.0012886 0.0000000 0.0017678 0.0012886 0.0052206 0.0000000 0.0071622 0.0052206 0.2311134 0.1386487 0.2311133 0.1386486 
0.0022424 0.0000000 0.0007985 0.0022424 0.0090846 0.0000000 0.0032351 0.0090846 0.2299360 0.1551515 0.2299359 0.1551515 
0.0031842 0.0000000 0.0000000 0.0030233 0.0129003 0.0000000 0.0000000 0.0122486 0.2286087 0.1716820 0.2286086 0.1716819 
0.0041105 0.0000000 0.0000000 0.0030026 0.0166532 0.0000000 0.0000000 0.0121644 0.2270383 0.1893596 0.2270382 0.1893595 
0.0050208 0.0000000 0.0000000 0.0029801 0.0203411 0.0000000 0.0000000 0.0120733 0.2253383 0.2066573 0.2253382 0.2066572 
0.0059122 0.0000017 0.0000000 0.0029544 0.0239519 0.0000070 0.0000000 0.0119690 0.2235217 0.2235217 0.2235216 0.2235216 
0.0059124 0.0009352 0.0000000 0.0020210 0.0239527 0.0037889 0.0000000 0.0081875 0.2235290 0.2235291 0.2235289 0.2235290 
0.0059125 0.0018688 0.0000000 0.0010875 0.0239527 0.0075708 0.0000000 0.0044056 0.2235296 0.2235297 0.2235295 0.2235295 
0.0059124 0.0028022 0.0000000 0.0001540 0.0239520 0.0113523 0.0000000 0.0006238 0.2235234 0.2235234 0.2235233 0.2235233 
0.0059121 0.0037355 0.0000000 0.0000000 0.0239507 0.0151331 0.0000000 0.0000000 0.2235115 0.2235116 0.2235114 0.2235115 
0.0059117 0.0046686 0.0000000 0.0000000 0.0239491 0.0189133 0.0000000 0.0000000 0.2234963 0.2234963 0.2234962 0.2234962 
0.0059113 0.0056016 0.0000000 0.0000000 0.0239470 0.0226925 0.0000000 0.0000000 0.2234776 0.2234777 0.2234775 0.2234776 
0.0059111 0.0059111 0.0006236 0.0000000 0.0239462 0.0239462 0.0025262 0.0000000 0.2234700 0.2234700 0.2234699 0.2234699 
0.0059110 0.0059110 0.0015568 0.0000000 0.0239457 0.0239457 0.0063067 0.0000000 0.2234660 0.2234660 0.2234659 0.2234659 
0.0059108 0.0059108 0.0024899 0.0000000 0.0239449 0.0239449 0.0100869 0.0000000 0.2234586 0.2234587 0.2234585 0.2234586 
0.0059105 0.0059105 0.0034230 0.0000000 0.0239438 0.0239438 0.0138666 0.0000000 0.2234479 0.2234479 0.2234478 0.2234478 
0.0059102 0.0059102 0.0043558 0.0000000 0.0239422 0.0239422 0.0176456 0.0000000 0.2234338 0.2234338 0.2234337 0.2234337 
0.0059097 0.0059097 0.0052885 0.0000000 0.0239403 0.0239403 0.0214238 0.0000000 0.2234163 0.2234163 0.2234162 0.2234162 
0.0059094 0.0059094 0.0059094 0.0003118 0.0239389 0.0239389 0.0239389 0.0012630 0.2234026 0.2234026 0.2234025 0.2234025 
0.0059093 0.0059093 0.0059093 0.0012447 0.0239385 0.0239385 0.0239385 0.0050422 0.2233997 0.2233998 0.2233996 0.2233997 
0.0059092 0.0059092 0.0059092 0.0021776 0.0239379 0.0239379 0.0239379 0.0088213 0.2233935 0.2233936 0.2233934 0.2233935 
0.0059089 0.0059089 0.0059089 0.0031104 0.0239368 0.0239368 0.0239368 0.0125999 0.2233839 0.2233840 0.2233838 0.2233839 
0.0059086 0.0059086 0.0059086 0.0040430 0.0239355 0.0239355 0.0239355 0.0163779 0.2233710 0.2233710 0.2233709 0.2233709 
0.0059082 0.0059082 0.0059082 0.0049754 0.0239337 0.0239337 0.0239337 0.0201552 0.2233546 0.2233547 0.2233545 0.2233545 
0.0059076 0.0059076 0.0059076 0.0059076 0.0239316 0.0239316 0.0239316 0.0239316 0.2233349 0.2233349 0.2233348 0.2233348 
0.0049754 0.0059082 0.0059082 0.0059082 0.0201552 0.0239337 0.0239337 0.0239337 0.2233546 0.2233547 0.2233545 0.2233545 
0.0040430 0.0059086 0.0059086 0.0059086 0.0163779 0.0239355 0.0239355 0.0239355 0.2233710 0.2233710 0.2233709 0.2233709 
0.0031104 0.0059089 0.0059089 0.0059089 0.0125999 0.0239368 0.0239368 0.0239368 0.2233839 0.2233840 0.2233838 0.2233839 
0.0021776 0.0059092 0.0059092 0.0059092 0.0088213 0.0239379 0.0239379 0.0239379 0.2233935 0.2233936 0.2233934 0.2233935 
0.0012447 0.0059093 0.0059093 0.0059093 0.0050423 0.0239386 0.0239386 0.0239386 0.2233997 0.2233998 0.2233996 0.2233997 
0.0003118 0.0059094 0.0059094 0.0059094 0.0012630 0.0239389 0.0239389 0.0239389 0.2234026 0.2234026 0.2234025 0.2234025 
0.0000000 0.0052885 0.0059097 0.0059097 0.0000000 0.0214238 0.0239403 0.0239403 0.2234163 0.2234163 0.2234162 0.2234162 
0.0000000 0.0043558 0.0059102 0.0059102 0.0000000 0.0176456 0.0239423 0.0239423 0.2234338 0.2234338 0.2234337 0.2234337 
0.0000000 0.0034230 0.0059105 0.0059105 0.0000000 0.0138666 0.0239438 0.0239438 0.2234479 0.2234479 0.2234478 0.2234478 
0.0000000 0.0024899 0.0059108 0.0059108 0.0000000 0.0100869 0.0239449 0.0239449 0.2234586 0.2234587 0.2234585 0.2234586 
0.0000000 0.0015568 0.0059110 0.0059110 0.0000000 0.0063067 0.0239457 0.0239457 0.2234660 0.2234660 0.2234659 0.2234659 
0.0000000 0.0006236 0.0059111 0.0059111 0.0000000 0.0025262 0.0239462 0.0239462 0.2234700 0.2234700 0.2234699 0.2234699 
0.0000000 0.0000000 0.0056015 0.0059112 0.0000000 0.0000000 0.0226925 0.0239471 0.2234776 0.2234777 0.2234775 0.2234776 
0.0000000 0.0000000 0.0046686 0.0059117 0.0000000 0.0000000 0.0189133 0.0239491 0.2234963 0.2234963 0.2234962 0.2234962 
0.0000000 0.0000000 0.0037355 0.0059121 0.0000000 0.0000000 0.0151332 0.0239508 0.2235115 0.2235116 0.2235114 0.2235115 
0.0001540 0.0000000 0.0028022 0.0059124 0.0006238 0.0000000 0.0113523 0.0239520 0.2235234 0.2235234 0.2235233 0.2235233 
0.0010875 0.0000000 0.0018688 0.0059125 0.0044056 0.0000000 0.0075708 0.0239527 0.2235296 0.2235297 0.2235295 0.2235295 
0.0020210 0.0000000 0.0009352 0.0059124 0.0081874 0.0000000 0.0037889 0.0239527 0.2235290 0.2235291 0.2235289 0.2235290 
0.0029544 0.0000000 0.0000017 0.0059122 0.0119691 0.0000000 0.0000070 0.0239520 0.2235217 0.2235217 0.2235216 0.2235216 
0.0029778 0.0000000 0.0000000 0.0050170 0.0120641 0.0000000 0.0000000 0.0203255 0.2083453 0.2251656 0.2083452 0.2251655 
0.0029983 0.0000000 0.0000000 0.0041047 0.0121471 0.0000000 0.0000000 0.0166295 0.1928118 0.2267153 0.1928117 0.2267152 
0.0030174 0.0000000 0.0000000 0.0031779 0.0122246 0.0000000 0.0000000 0.0128751 0.1769653 0.2281608 0.1769653 0.2281607 
0.0022392 0.0007974 0.0000000 0.0022392 0.0090720 0.0032306 0.0000000 0.0090721 0.1593414 0.2296174 0.1593414 0.2296173 
0.0012877 0.0017666 0.0000000 0.0012877 0.0052169 0.0071571 0.0000000 0.0052169 0.1410834 0.2309496 0.1410834 0.2309495 
0.0003247 0.0027450 0.0000000 0.0003247 0.0013157 0.0111212 0.0000000 0.0013157 0.1225190 0.2321211 0.1225189 0.2321209 
0.0000000 0.0030822 0.0000000 0.0000000 0.0000000 0.0124879 0.0000000 0.0000000 0.1049353 0.2330727 0.1049353 0.2330726 
0.0000000 0.0030926 0.0000000 0.0000000 0.0000000 0.0125300 0.0000000 0.0000000 0.0877857 0.2338590 0.0877856 0.2338589 
0.0000000 0.0031012 0.0000000 0.0000000 0.0000000 0.0125649 0.0000000 0.0000000 0.0704769 0.2345088 0.0704768 0.2345086 
0.0000000 0.0026187 0.0004896 0.0000000 0.0000000 0.0106102 0.0019836 0.0000000 0.0520824 0.2350474 0.0520824 0.2350473 
0.0000000 0.0016397 0.0014737 0.0000000 0.0000000 0.0066437 0.0059712 0.0000000 0.0326120 0.2354415 0.0326120 0.2354413 
0.0000000 0.0006569 0.0024592 0.0000000 0.0000000 0.0026617 0.0099643 0.0000000 0.0130655 0.2356487 0.0130655 0.2356486 
0.0000000 0.0000000 0.0031961 0.0000000 0.0000000 0.0000000 0.0129503 0.0000000 0.0000000 0.2356813 0.0000000 0.2356812 
0.0000000 0.0000000 0.0034618 0.0000000 0.0000000 0.0000000 0.0140269 0.0000000 0.0000000 0.2356777 0.0000000 0.2356776 
0.0000000 0.0061783 0.0000000 0.0000000 0.0000000 0.0115260 0.0000000 0.0000000 0.2356821 0.0000000 0.2356820 0.0000000 
0.0000000 0.0056506 0.0000000 0.0000000 0.0000000 0.0105414 0.0000000 0.0000000 0.2356854 0.0000000 0.2356853 0.0000000 
0.0000000 0.0043357 0.0011582 0.0000000 0.0000000 0.0080883 0.0021606 0.0000000 0.2356590 0.0117738 0.2356589 0.0117738 
0.0000000 0.0025986 0.0028913 0.0000000 0.0000000 0.0048478 0.0053939 0.0000000 0.2354906 0.0293926 0.2354905 0.0293926 
0.0000000 0.0008635 0.0046190 0.0000000 0.0000000 0.0016109 0.0086168 0.0000000 0.2351703 0.0469554 0.2351702 0.0469554 
0.0000000 0.0000000 0.0054710 0.0000000 0.0000000 0.0000000 0.0102062 0.0000000 0.2346764 0.0653890 0.2346763 0.0653890 
0.0000000 0.0000000 0.0054551 0.0000000 0.0000000 0.0000000 0.0101764 0.0000000 0.2339920 0.0846348 0.2339919 0.0846347 
0.0000000 0.0000000 0.0054352 0.0000000 0.0000000 0.0000000 0.0101393 0.0000000 0.2331385 0.1036913 0.2331384 0.1036913 
0.0005726 0.0000000 0.0048398 0.0005726 0.0010682 0.0000000 0.0090286 0.0010682 0.2321604 0.1219011 0.2321603 0.1219010 
0.0022716 0.0000000 0.0031164 0.0022716 0.0042377 0.0000000 0.0058136 0.0042377 0.2311160 0.1386504 0.2311158 0.1386503 
0.0039530 0.0000000 0.0014077 0.0039530 0.0073743 0.0000000 0.0026260 0.0073742 0.2299403 0.1551545 0.2299401 0.1551545 
0.0056134 0.0000000 0.0000000 0.0053298 0.0104717 0.0000000 0.0000000 0.0099426 0.2286164 0.1716879 0.2286163 0.1716879 
0.0072465 0.0000000 0.0000000 0.0052933 0.0135182 0.0000000 0.0000000 0.0098744 0.2270485 0.1893683 0.2270484 0.1893682 
0.0088515 0.0000000 0.0000000 0.0052537 0.0165120 0.0000000 0.0000000 0.0098006 0.2253516 0.2066697 0.2253515 0.2066696 
0.0104229 0.0000030 0.0000000 0.0052084 0.0194435 0.0000057 0.0000000 0.0097161 0.2235387 0.2235388 0.2235387 0.2235387 
0.0104232 0.0016488 0.0000000 0.0035628 0.0194440 0.0030757 0.0000000 0.0066463 0.2235446 0.2235447 0.2235445 0.2235446 
0.0104233 0.0032945 0.0000000 0.0019171 0.0194440 0.0061457 0.0000000 0.0035763 0.2235451 0.2235451 0.2235450 0.2235450 
0.0104230 0.0049401 0.0000000 0.0002714 0.0194436 0.0092155 0.0000000 0.0005063 0.2235401 0.2235401 0.2235400 0.2235400 
0.0104226 0.0065855 0.0000000 0.0000000 0.0194428 0.0122848 0.0000000 0.0000000 0.2235306 0.2235307 0.2235305 0.2235306 
0.0104221 0.0082306 0.0000000 0.0000000 0.0194416 0.0153536 0.0000000 0.0000000 0.2235184 0.2235185 0.2235183 0.2235183 
0.0104214 0.0098754 0.0000000 0.0000000 0.0194403 0.0184219 0.0000000 0.0000000 0.2235035 0.2235035 0.2235034 0.2235034 
0.0104211 0.0104211 0.0010994 0.0000000 0.0194398 0.0194398 0.0020508 0.0000000 0.2234973 0.2234974 0.2234972 0.2234973 
0.0104210 0.0104210 0.0027446 0.0000000 0.0194395 0.0194395 0.0051198 0.0000000 0.2234942 0.2234942 0.2234941 0.2234941 
0.0104207 0.0104207 0.0043898 0.0000000 0.0194390 0.0194390 0.0081887 0.0000000 0.2234883 0.2234883 0.2234882 0.2234882 
0.0104203 0.0104203 0.0060347 0.0000000 0.0194382 0.0194382 0.0112573 0.0000000 0.2234797 0.2234798 0.2234796 0.2234797 
0.0104199 0.0104199 0.0076795 0.0000000 0.0194372 0.0194372 0.0143254 0.0000000 0.2234684 0.2234685 0.2234683 0.2234684 
0.0104192 0.0104192 0.0093240 0.0000000 0.0194360 0.0194360 0.0173929 0.0000000 0.2234544 0.2234545 0.2234543 0.2234544 
0.0104187 0.0104187 0.0104187 0.0005497 0.0194350 0.0194350 0.0194350 0.0010254 0.2234434 0.2234435 0.2234433 0.2234434 
0.0104186 0.0104186 0.0104186 0.0021945 0.0194348 0.0194348 0.0194348 0.0040936 0.2234412 0.2234412 0.2234411 0.2234411 
0.0104184 0.0104184 0.0104184 0.0038392 0.0194344 0.0194344 0.0194344 0.0071617 0.2234362 0.2234363 0.2234361 0.2234362 
0.0104180 0.0104180 0.0104180 0.0054838 0.0194337 0.0194337 0.0194337 0.0102296 0.2234286 0.2234286 0.2234285 0.2234285 
0.0104175 0.0104175 0.0104175 0.0071282 0.0194328 0.0194328 0.0194328 0.0132970 0.2234182 0.2234182 0.2234181 0.2234181 
0.0104169 0.0104169 0.0104169 0.0087724 0.0194317 0.0194317 0.0194317 0.0163640 0.2234051 0.2234051 0.2234050 0.2234050 
0.0104162 0.0104162 0.0104162 0.0104162 0.0194303 0.0194303 0.0194303 0.0194303 0.2233893 0.2233893 0.2233892 0.2233892 
0.0087724 0.0104169 0.0104169 0.0104169 0.0163640 0.0194317 0.0194317 0.0194317 0.2234051 0.2234051 0.2234050 0.2234050 
0.0071282 0.0104175 0.0104175 0.0104175 0.0132970 0.0194328 0.0194328 0.0194328 0.2234182 0.2234182 0.2234181 0.2234181 
0.0054838 0.0104180 0.0104180 0.0104180 0.0102296 0.0194337 0.0194337 0.0194337 0.2234286 0.2234286 0.2234285 0.2234285 
0.0038392 0.0104184 0.0104184 0.0104184 0.0071617 0.0194344 0.0194344 0.0194344 0.2234362 0.2234363 0.2234361 0.2234362 
0.0021945 0.0104186 0.0104186 0.0104186 0.0040936 0.0194348 0.0194348 0.0194348 0.2234412 0.2234412 0.2234411 0.2234411 
0.0005497 0.0104187 0.0104187 0.0104187 0.0010254 0.0194350 0.0194350 0.0194350 0.2234434 0.2234435 0.2234433 0.2234434 
0.0000000 0.0093239 0.0104191 0.0104191 0.0000000 0.0173930 0.0194360 0.0194360 0.2234544 0.2234545 0.2234543 0.2234544 
0.0000000 0.0076795 0.0104198 0.0104198 0.0000000 0.0143254 0.0194373 0.0194373 0.2234684 0.2234685 0.2234683 0.2234684 
0.0000000 0.0060347 0.0104203 0.0104203 0.0000000 0.0112573 0.0194382 0.0194382 0.2234797 0.2234798 0.2234796 0.2234797 
0.0000000 0.0043898 0.0104207 0.0104207 0.0000000 0.0081887 0.0194390 0.0194390 0.2234883 0.2234883 0.2234882 0.2234882 
0.0000000 0.0027446 0.0104210 0.0104210 0.0000000 0.0051198 0.0194395 0.0194395 0.2234942 0.2234942 0.2234941 0.2234941 
0.0000000 0.0010994 0.0104211 0.0104211 0.0000000 0.0020508 0.0194398 0.0194398 0.2234973 0.2234974 0.2234972 0.2234973 
0.0000000 0.0000000 0.0098754 0.0104214 0.0000000 0.0000000 0.0184219 0.0194403 0.2235035 0.2235035 0.2235034 0.2235034 
0.0000000 0.0000000 0.0082306 0.0104221 0.0000000 0.0000000 0.0153536 0.0194416 0.2235184 0.2235185 0.2235183 0.2235183 
0.0000000 0.0000000 0.0065855 0.0104226 0.0000000 0.0000000 0.0122848 0.0194428 0.2235306 0.2235307 0.2235305 0.2235306 
0.0002714 0.0000000 0.0049401 0.0104230 0.0005063 0.0000000 0.0092155 0.0194436 0.2235401 0.2235401 0.2235400 0.2235400 
0.0019171 0.0000000 0.0032945 0.0104233 0.0035763 0.0000000 0.0061457 0.0194440 0.2235451 0.2235451 0.2235450 0.2235450 
0.0035628 0.0000000 0.0016488 0.0104233 0.0066463 0.0000000 0.0030757 0.0194440 0.2235446 0.2235447 0.2235445 0.2235446 
0.0052084 0.0000000 0.0000030 0.0104229 0.0097161 0.0000000 0.0000057 0.0194435 0.2235387 0.2235388 0.2235387 0.2235387 
0.0052497 0.0000000 0.0000000 0.0088447 0.0097931 0.0000000 0.0000000 0.0164994 0.2083577 0.2251790 0.2083577 0.2251789 
0.0052857 0.0000000 0.0000000 0.0072362 0.0098604 0.0000000 0.0000000 0.0134989 0.1928207 0.2267256 0.1928206 0.2267254 
0.0053194 0.0000000 0.0000000 0.0056024 0.0099231 0.0000000 0.0000000 0.0104512 0.1769714 0.2281684 0.1769713 0.2281683 
0.0039475 0.0014057 0.0000000 0.0039475 0.0073640 0.0026223 0.0000000 0.0073641 0.1593445 0.2296217 0.1593445 0.2296216 
0.0022700 0.0031142 0.0000000 0.0022700 0.0042347 0.0058095 0.0000000 0.0042347 0.1410852 0.2309522 0.1410851 0.2309521 
0.0005725 0.0048390 0.0000000 0.0005725 0.0010680 0.0090272 0.0000000 0.0010680 0.1225209 0.2321242 0.1225208 0.2321241 
0.0000000 0.0054337 0.0000000 0.0000000 0.0000000 0.0101366 0.0000000 0.0000000 0.1049372 0.2330765 0.1049371 0.2330764 
0.0000000 0.0054521 0.0000000 0.0000000 0.0000000 0.0101708 0.0000000 0.0000000 0.0877873 0.2338629 0.0877872 0.2338628 
0.0000000 0.0054672 0.0000000 0.0000000 0.0000000 0.0101991 0.0000000 0.0000000 0.0704782 0.2345127 0.0704782 0.2345126 
