Based on ECC fit measurements to calibration runs 1657 and 1658 provided by O Limousin 16-May-2022. Applied on 01-Jun-2022. (ECMD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel energy edges obtained from stx_science_energy_channels(/edges_1). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offset,Gain keV/ADC,Pixel,Detector,ADC Edge 0 - 4 keV,ADC Edge 1 - 5 keV,ADC Edge 2 - 6 keV,ADC Edge 3 - 7 keV,ADC Edge 4 - 8 keV,ADC Edge 5 - 9 keV,ADC Edge 6 - 10 keV,ADC Edge 7 - 11 keV,ADC Edge 8 - 12 keV,ADC Edge 9 - 13 keV,ADC Edge 10 - 14 keV,ADC Edge 11 - 15 keV,ADC Edge 12 - 16 keV,ADC Edge 13 - 18 keV,ADC Edge 14 - 20 keV,ADC Edge 15 - 22 keV,ADC Edge 16 - 25 keV,ADC Edge 17 - 28 keV,ADC Edge 18 - 32 keV,ADC Edge 19 - 36 keV,ADC Edge 20 - 40 keV,ADC Edge 21 - 45 keV,ADC Edge 22 - 50 keV,ADC Edge 23 - 56 keV,ADC Edge 24 - 63 keV,ADC Edge 25 - 70 keV,ADC Edge 26 - 76 keV,ADC Edge 27 - 84 keV,ADC Edge 28 - 100 keV,ADC Edge 29 - 120 keV,ADC Edge 30 - 150 keV
908.1482,0.108626,4,6,945,954,963,973,982,991,1000,1009,1019,1028,1037,1046,1055,1074,1092,1111,1138,1166,1203,1240,1276,1322,1368,1424,1488,1553,1608,1681,1829,2013,2289
912.5926,0.109507,5,6,949,958,967,977,986,995,1004,1013,1022,1031,1040,1050,1059,1077,1095,1113,1141,1168,1205,1241,1278,1324,1369,1424,1488,1552,1607,1680,1826,2008,2282
907.4074,0.111001,6,6,943,952,961,970,979,988,997,1007,1016,1025,1034,1043,1052,1070,1088,1106,1133,1160,1196,1232,1268,1313,1358,1412,1475,1538,1592,1664,1808,1988,2259
915.5555,0.108399,7,6,952,962,971,980,989,999,1008,1017,1026,1035,1045,1054,1063,1082,1100,1119,1146,1174,1211,1248,1285,1331,1377,1432,1497,1561,1617,1690,1838,2023,2299
914.8148,0.108225,8,6,952,961,970,979,989,998,1007,1016,1026,1035,1044,1053,1063,1081,1100,1118,1146,1174,1210,1247,1284,1331,1377,1432,1497,1562,1617,1691,1839,2024,2301
916.2963,0.109631,9,6,953,962,971,980,989,998,1008,1017,1026,1035,1044,1053,1062,1080,1099,1117,1144,1172,1208,1245,1281,1327,1372,1427,1491,1555,1610,1683,1828,2011,2285
914.074,0.109117,10,6,951,960,969,978,987,997,1006,1015,1024,1033,1042,1052,1061,1079,1097,1116,1143,1171,1207,1244,1281,1326,1372,1427,1491,1556,1611,1684,1831,2014,2289
908.8889,0.108364,11,6,946,955,964,973,983,992,1001,1010,1020,1029,1038,1047,1057,1075,1093,1112,1140,1167,1204,1241,1278,1324,1370,1426,1490,1555,1610,1684,1832,2016,2293
902.2222,0.108591,0,7,939,948,957,967,976,985,994,1004,1013,1022,1031,1040,1050,1068,1086,1105,1132,1160,1197,1234,1271,1317,1363,1418,1482,1547,1602,1676,1823,2007,2284
899.2593,0.108052,1,7,936,946,955,964,973,983,992,1001,1010,1020,1029,1038,1047,1066,1084,1103,1131,1158,1195,1232,1269,1316,1362,1418,1482,1547,1603,1677,1825,2010,2287
912.5926,0.108208,2,7,950,959,968,977,987,996,1005,1014,1023,1033,1042,1051,1060,1079,1097,1116,1144,1171,1208,1245,1282,1328,1375,1430,1495,1559,1615,1689,1837,2022,2299
905.926,0.108138,3,7,943,952,961,971,980,989,998,1008,1017,1026,1035,1045,1054,1072,1091,1109,1137,1165,1202,1239,1276,1322,1368,1424,1489,1553,1609,1683,1831,2016,2293
886.6667,0.106888,4,7,924,933,943,952,962,971,980,990,999,1008,1018,1027,1036,1055,1074,1092,1121,1149,1186,1223,1261,1308,1354,1411,1476,1542,1598,1673,1822,2009,2290
891.8518,0.10733,5,7,929,938,948,957,966,976,985,994,1004,1013,1022,1032,1041,1060,1078,1097,1125,1153,1190,1227,1265,1311,1358,1414,1479,1544,1600,1674,1824,2010,2289
894.8148,0.107535,6,7,932,941,951,960,969,979,988,997,1006,1016,1025,1034,1044,1062,1081,1099,1127,1155,1192,1230,1267,1313,1360,1416,1481,1546,1602,1676,1825,2011,2290
900,0.107638,7,7,937,946,956,965,974,984,993,1002,1011,1021,1030,1039,1049,1067,1086,1104,1132,1160,1197,1234,1272,1318,1365,1420,1485,1550,1606,1680,1829,2015,2294
898.5185,0.108,8,7,936,945,954,963,973,982,991,1000,1010,1019,1028,1037,1047,1065,1084,1102,1130,1158,1195,1232,1269,1315,1361,1417,1482,1547,1602,1676,1824,2010,2287
895.5555,0.108173,9,7,933,942,951,960,970,979,988,997,1006,1016,1025,1034,1043,1062,1080,1099,1127,1154,1191,1228,1265,1312,1358,1413,1478,1543,1598,1672,1820,2005,2282
897.037,0.108035,10,7,934,943,953,962,971,980,990,999,1008,1017,1027,1036,1045,1064,1082,1101,1128,1156,1193,1230,1267,1314,1360,1415,1480,1545,1601,1675,1823,2008,2285
902.2222,0.108242,11,7,939,948,958,967,976,985,995,1004,1013,1022,1032,1041,1050,1069,1087,1105,1133,1161,1198,1235,1272,1318,1364,1420,1484,1549,1604,1678,1826,2011,2288
900.7407,0.107673,0,8,938,947,956,966,975,984,994,1003,1012,1021,1031,1040,1049,1068,1086,1105,1133,1161,1198,1235,1272,1319,1365,1421,1486,1551,1607,1681,1829,2015,2294
894.074,0.107827,1,8,931,940,950,959,968,978,987,996,1005,1015,1024,1033,1042,1061,1080,1098,1126,1154,1191,1228,1265,1311,1358,1413,1478,1543,1599,1673,1821,2007,2285
896.2963,0.107759,2,8,933,943,952,961,971,980,989,998,1008,1017,1026,1035,1045,1063,1082,1100,1128,1156,1193,1230,1267,1314,1360,1416,1481,1546,1602,1676,1824,2010,2288
900,0.107983,3,8,937,946,956,965,974,983,993,1002,1011,1020,1030,1039,1048,1067,1085,1104,1132,1159,1196,1233,1270,1317,1363,1419,1483,1548,1604,1678,1826,2011,2289
908.8889,0.106568,4,8,946,956,965,975,984,993,1003,1012,1021,1031,1040,1050,1059,1078,1097,1115,1143,1172,1209,1247,1284,1331,1378,1434,1500,1566,1622,1697,1847,2035,2316
908.1482,0.108156,5,8,945,954,964,973,982,991,1001,1010,1019,1028,1038,1047,1056,1075,1093,1112,1139,1167,1204,1241,1278,1324,1370,1426,1491,1555,1611,1685,1833,2018,2295
886.6667,0.107143,6,8,924,933,943,952,961,971,980,989,999,1008,1017,1027,1036,1055,1073,1092,1120,1148,1185,1223,1260,1307,1353,1409,1475,1540,1596,1671,1820,2007,2287
897.037,0.106888,7,8,934,944,953,963,972,981,991,1000,1009,1019,1028,1037,1047,1065,1084,1103,1131,1159,1196,1234,1271,1318,1365,1421,1486,1552,1608,1683,1833,2020,2300
890.3704,0.107656,8,8,928,937,946,955,965,974,983,993,1002,1011,1020,1030,1039,1058,1076,1095,1123,1150,1188,1225,1262,1308,1355,1411,1476,1541,1596,1671,1819,2005,2284
